index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
25775;37354;18465;-254.775.524.139.397;-490.471.315.383.897;U S JOAO AIRDO FABRO CAPOEIRA DOS DINOS;RUA NOVA TIROL;186;CAPOEIRA DOS DINOS;(41) 3590-3755;83306230.0;PR;Piraquara;2016;5;-254.793.833;-490.475.438;R. Nova Tirol - Vila Fuck, Piraquara - PR, Brazil
25776;37323;14303;-24.001.854.658.126.100;-52.363.736.629.484.600;UNIDADE DE SAUDE BENEDITO PEREIRA DUARTE;RUA ANA TEODORO DE LIMA;681;JARDIM MODELO;(44)3525-8853;87309410.0;PR;Campo Mourão;2016;5;-240.020.901;-523.634.311;R. Ana Teodoro de Lima, 681 - Jardim Modelo, Campo Mourão - PR, 87309-410, Brazil
25788;37404;21857;-246.729.862.689.965;-48.902.056.217.192.200;UBS PEDRO RODRIGUES;RUA RUBENS SELBMAN;S/N;VILA MOTA;41 36121201;83490000.0;PR;Adrianópolis;2016;5;-246.735.907;-489.051.252;Estrada para Canelas, 12632-12746, Rua Iguaçu S/N, 83490-000, Adrianópolis - PR, Brazil
25790;37300;13277;-25.325.039.999.999.900;-49.296.659.999.999.900;U S LAMENHA;RUA WADISLAU BUGALSKI;120;LAMENHA;(41) 3657-2482;83501050.0;PR;Almirante Tamandaré;2016;5;-253.150.321;-4.930.339.050.000.000;Rua Vereador Wadislau Bugalski, 120 - Jardim Rafaela, Alm. Tamandaré - PR, Brazil
25793;37299;13226;-253.706.932.067.864;-493.081.212.043.748;U S TANGUA PSF;RUA JOSE KLEINA;51;TANGUA;(41) 3657-3611;83501000.0;PR;Almirante Tamandaré;2016;5;-253.714.086;-493.075.322;R. José Kleina, 51 - Lot. Marinoni, Alm. Tamandaré - PR, Brazil
25795;37396;21571;-256.915.283.203.118;-493.113.183.975.205;UNIDADE DE SAUDE SAO SEBASTIAO;RUA JOAO QUIRINO LEAL;S/N;SAO SEBASTIAO;(41)6047326;83825100.0;PR;Fazenda Rio Grande;2016;5;-256.914.948;-4.931.133.209.999.990;R. João Quirino Leal, 604 - São Sebastiao, Fazenda Rio Grande - PR, 83825-100, Brazil
25797;37351;18236;-25.442.197.887.905.500;-491.991.974.196.099;UNIDADE DE SAUDE DA FAMILIA VARGEM GRANDE;RUA GUILHERME CEOLIN;551;VARGEM GRANDE;4139125353;83321220.0;PR;Pinhais;2016;5;-25.444.698;-49.175.182;R. Guilherme Ceolin, 551 - Vargem Grande, Pinhais - PR, 83321-220, Brazil
25801;37329;14931;-253.514.456.748.955;-492.142.868.041.978;CENTRO DE SAUDE OSASCO;RUA ZACARIAS MACHADO DE MEIRA;505;OSASCO;(41) 3606-2477;83403100.0;PR;Colombo;2016;5;-25.353.879;-49.212.846;R. Zacarias Machado de Meira, 505 - Osasco, Colombo - PR, 83403-100, Brazil
25802;37415;22101;-25.249.178.409.575.700;-49.347.345.829.008.500;U S CAPIVARA DOS MANFRON;RUA TIJUCO PRETO;S/N;CAPIVARA DOS MANFRON;(41) 3657-2444;83501000.0;PR;Almirante Tamandaré;2016;5;-253.387.476;-492.845.466;capivara dos manfron, Brazil
25808;37314;13900;-25.426.592.199.999.900;-495.166.149;UNIDADE DE SAUDE BATEIAS;JOIL ANTONIO BASSO;S/N;BATEIAS;(41)3648-1289;83648990.0;PR;Campo Largo;2016;5;-25.362.147;-495.113.513;Rua Joil Antonio Basso, Campo Largo - PR, Brazil
25810;37541;28282;-26.229;-5.267.100.000.000.000;UNIDADE DE SAUDE PASSO DA ILHA;LOCALIDADE PASSO DA ILHA;S/N;PATO BRANCO;46 -91179960;85502000.0;PR;Pato Branco;2016;5;-262.301.961;-525.407.502;Estrada Passo da Ilha, Pato Branco - PR, Brazil
25814;37395;21555;-26.019.026.041.030.100;-49.640.994.071.959;ESF ELOI PASCHOAL BODANESI;ESTRADA LAGEADO;S/N;LAGEADO;;83870000.0;PR;Campo do Tenente;2016;5;-260.257.788;-4.962.785.119.999.990;Estrada do Lajeado, Campo do Ten. - PR, 83870-000, Brazil
25830;37349;18171;-2.543.572;-4.919.954;UNIDADE DE SAUDE DA FAMILIA PERDIZES;RUA CRESCENCIO BATISTA;514;JARDIM PERDIZES;(41)39125359;83326550.0;PR;Pinhais;2016;5;-25.395.662;-491.871.127;R. Crescêncio Batista, 514 - Atuba, Pinhais - PR, 83326-630, Brazil
25831;37372;19615;-276.812;-4.849.372;CS CAMPECHE;AVENIDA PEQUENO PRINCIPE;1714;CAMPECHE;(48) 32374074;88063000.0;SC;Florianópolis;2016;5;-276.811.813;-484.936.379;Av. Pequeno Príncipe, 1714 - Campeche, Florianópolis - SC, 88063-000, Brazil
25833;37327;14761;-240.762.591.361.993;-523.788.642.883.286;UNIDADE DE SAUDE GUARUJA;RUA 2;S/N;VILA GUARUJA;(44)3523-1069;87300970.0;PR;Campo Mourão;2016;5;-240.747.315;-5.238.795.469.999.990;Vila Guaruja, Campo Mourão - PR, Brazil
25834;37414;22063;-25.216.122.865.676.100;-49.695.432.186.125.200;UNIDADE DE SAUDE SANTA CRUZ;STA CRUZ;2;TRES CORREGOS;(41)3392-2010;83643000.0;PR;Campo Largo;2016;5;-252.360.658;-496.395.786;Três Córregos, Campo Largo - PR, Brazil
25840;37348;18104;-2.543.572;-4.919.954;UNIDADE DE SAUDE DA FAMILIA TARUMA;RUA GUILHERME WEISS;500;VILA TARUMA;(41)39125351;83323200.0;PR;Pinhais;2016;5;-254.369.848;-491.991.834;Rua Guilherme Weiss, 500 - Estância Pinhais, Pinhais - PR, 83323-200, Brazil
25841;37277;2228203;-273.391.449.451.439;-5.283.391.714.095.920;POSTO SAUDE INDIGENA NONOAI;AREA INDIGENA;1;CENTRO;(54)3621270;99600000.0;RS;Nonoai;2016;5;-273.633.554;-5.277.349.299.999.990;R. Pe Manoel G. Gonzalez, 509 - Centro, Nonoai - RS, 99600-000, Brazil
25844;37366;19070;-256.755.316.257.469;-491.801.691.055.284;UNIDADE DE SAUDE CAMPO LARGO DA ROSEIRA;RUA ANTONIO SINGER;S/N;CAMPO LARGO DA ROSEI;(41) 3382 - 4100;83005420.0;PR;São José dos Pinhais;2016;5;-25.639.928;-491.843.097;R. Antonio Singer - Campo Largo da Roseira, São José dos Pinhais - PR, Brazil
25847;37319;13986;-252.211.868.762.963;-4.963.174.581.527.570;UNIDADE DE SAUDE TRES CORREGOS;TRES CORREGOS;S/N;TRES CORREGOS;(41)32924445;83642990.0;PR;Campo Largo;2016;5;-252.360.658;-496.395.786;Três Córregos, Campo Largo - PR, Brazil
25848;37373;19690;-27.614.620.000.000.000;-48.516.220.000.000.000;CS PANTANAL;RUA DEPUTADO ANTONIO EDU VIEIRA;968;PANTANAL;(48) 32382232;88040000.0;SC;Florianópolis;2016;5;-276.078.638;-48.520.082;R. Dep. Antônio Edu Vieira, 968 - Pantanal, Florianópolis - SC, 88040-001, Brazil
25853;37342;17760;-25.765.102.485;-497.185.958.084.251;CENTRO SOCIAL RURAL MARIENTAL;RUA NOSSA SENHORA DO PERPETUO SOCORRO;978;DISTRITO DA MARIENTA;41 36391322;83760970.0;PR;Lapa;2016;5;-257.152.847;-4.963.763.470.000.000;R. Nossa Sra. do Perpétuo Socorro, 978, Lapa - PR, 83750-000, Brazil
25854;37557;2265451;-280.610.883.235.923;-529.656.457.900.986;SUBPOSTO DE SAUDE DE LINHA VITORIA;LINHA VITORIA;S/N;CENTRO;;99523000.0;RS;Almirante Tamandaré do Sul;2016;5;-2.806.016;-529.686.252;Linha Vitória, Alm. Tamandaré do Sul - RS, 99523-000, Brazil
25857;37322;14184;-240.213.312;-523.550.001;UNIDADE DE SAUDE PAULISTA;RUA NELSON GUIMARAES MONTEIRO;501;JARDIM PAULISTA;(44)3525-9406;87310490.0;PR;Campo Mourão;2016;5;-24.019.263;-523.542.713;R. Nelsom Guimarães Monteiro, 501 - Jardim Paulista, Campo Mourão - PR, 87310-490, Brazil
25858;37367;19119;-256.127.572.059.624;-49.208.621.978.758.200;UNIDADE DE SAUDE CAMPINA DO TAQUARAL;RUA JOSE ZANQUETA FILHO;S/N;CAMPINA DO TAQUARAL;(41) 3282 - 2613;83005110.0;PR;São José dos Pinhais;2016;5;-25.602.616;-492.200.334;R. José Zancheta Filho - Miringuava, São José dos Pinhais - PR, Brazil
25859;37337;2304007;-272.336.587.800.538;-520.239.710.697.483;ESF NACOES;RUA BOLIVIA;S/N;NACOES;(49)3442-3842;89708184.0;SC;Concórdia;2016;5;-272.447.176;-520.320.313;R. Bolívia - Das Nações, Concórdia - SC, 89700-000, Brazil
25861;37205;8006903;-30.062.187.910.079.100;-51.165.990.829.466.200;UNIDADE DE SAUDE SANTO ALFREDO;RUA SANTO ALFREDO;37;PARTENON;51 3319-4949;91520630.0;RS;Porto Alegre;2016;5;-300.623.239;-511.663.361;R. Santo Alfredo, 37 - São José, Porto Alegre - RS, 90650-002, Brazil
25862;37515;25488;-260.037.159.919.731;-493.980.073.928.819;UBS AGUA CLARA;RUA PRINCIPAL;S/N;AGUA CLARA;4136238100;83840000.0;PR;Quitandinha;2016;5;-233.286.561;-5.259.960.539.999.990;Água Clara, São Manoel do Paraná - PR, 87215-000, Brazil
25876;37297;13161;-2.533.551;-4.926.323;U S JARDIM ROMA;RUA ARAUCARIA;10;JARDIM ROMA;(41) 3698-0010;83504070.0;PR;Almirante Tamandaré;2016;5;-25.326.671;-492.752.007;R. Araucária, 10 - Jardim Roma, Alm. Tamandaré - PR, 83504-070, Brazil
25877;37359;18783;-260.893.106.460.564;-49.799.480.438.231;ESTRATEGIA SAUDE DA FAMILIA JORGE RICARDO HIRT;RUA EMILIO VON LINSINGEN;325;ESTACAO NOVA;(47) 36424628;83880000.0;PR;Rio Negro;2016;5;-260.955.136;-497.987.123;Rua Emílio Von Linsingen, 325 - Passa Tres, Rio Negro - PR, 83880-000, Brazil
25878;37339;17221;-254.816.293.716.423;-49.246.387.481.688.000;UMS VILA HAUER;RUA WALDEMAR KOST;650;HAUER;41 32171283;81610000.0;PR;Curitiba;2016;5;-254.821.905;-492.454.566;R. Waldemar Kost, 650 - Hauer, Curitiba - PR, 81610-100, Brazil
25880;37326;14648;-240.956.354.141.228;-525.057.220.458.969;UNIDADE DE SAUDE ALTO ALEGRE;VILA ROBERTO BREZEZINSKI;S/N;ZONA RURAL;(44)3518-1600;87300970.0;PR;Campo Mourão;2016;5;-240.469.871;-523.796.774;R. Roberto Brzezinski, Campo Mourão - PR, Brazil
25891;37371;19399;-27.445.973;-484.038.094;CS VILA APARECIDA;RUA FERMINO COSTA;284;COQUEIROS;(48) 32446724;88080420.0;SC;Florianópolis;2016;5;-27.605.783;-48.585.228;R. Fermino Costa, 284 - Coqueiros, Florianópolis - SC, 88080-420, Brazil
25897;37365;18961;-25.664.309.263.228.600;-49.100.260.734.556.700;UNIDADE DE SAUDE MALHADA;ESTRADA PRINCIPAL;S/N;COLONIA MALHADA;(41) 3383 - 7254;83005110.0;PR;São José dos Pinhais;2016;5;-25.662.874;-4.909.961.500.000.000;Estrada Principal De Malhada Sn 0 - Col. Malhada, PR, 83185-000, Brazil
25905;37542;28290;-26.229;-5.267.100.000.000.000;UNIDADE DE SAUDE FAZENDA DA BARRA;FAZENDA DA BARRA;S/N;INTERIOR;46 -91179960;85501500.0;PR;Pato Branco;2016;5;-262.436.369;-5.265.126;Pato Branco - State of Paraná, Brazil
25910;37296;13145;-253.395.688.533.776;-4.927.226.543.426.370;U S CACHOEIRA;ANTONIO RODRIGUES DIAS;153;CACHOEIRA;(41) 36571562;83501000.0;PR;Almirante Tamandaré;2016;5;-253.391.033;-492.710.607;R. Prof. Antônio Rodrigues Dias, 153 - Planta Nossa Sra. de Lourdes, Alm. Tamandaré - PR, 83504-490, Brazil
25912;37298;13218;-252.592.420.577.996;-49.305.610.656.736.700;U S TRANQUEIRA;ANTONIO STOCHEIRO;46;TRANQUEIRA;(41) 3657-3583;83501000.0;PR;Almirante Tamandaré;2016;5;-252.570.764;-493.088.261;R. Antônio Stocchero - Tranqueira, Alm. Tamandaré - PR, 83514-070, Brazil
25913;37393;21482;-25.433.870.000.000.000;-4.918.228;UNIDADE DE SAUDE DA FAMILIA ESPLANADA;RUA GANA;126;VILA ESPERANCA;(41)39125356;83320260.0;PR;Pinhais;2016;5;-25.432.649;-4.917.419.899.999.990;R. Gana, 126 - Pineville, Pinhais - PR, 83320-260, Brazil
25915;37281;2228254;-27.456.159.883.842.600;-539.296.989.580.111;POSTO ESF PINDORAMA TRES PASSOS;RUA OLAVO BILAC;123;PINDORAMA;(55)35221200;98600000.0;RS;Três Passos;2016;5;-274.635.489;-539.216.059;R. Olávo Bilac, 123 - Pindorama, Três Passos - RS, 98600-000, Brazil
25916;37266;2228149;-271.645.438.671.104;-534.052.276.611.313;POSTO SAUDE SEDE V DUTRA;RUA JULIO DE CASTILHOS;101;CENTRO;(55)37371133;98450000.0;RS;Vicente Dutra;2016;5;-27.166.576;-5.340.125.399.999.990;R. Júlio de Castilhos, 42 - Centro, Vicente Dutra - RS, 98450-000, Brazil
25918;37405;21873;-253.745.663.166.039;-491.814.351.081.834;CENTRO DE SAUDE QUITANDINHA;RUA JOSE MARIA DA SILVA PARANHOS;513;JARDIM QUITANDINHA;(41) 3663-3041;83409470.0;PR;Colombo;2016;5;-253.744.176;-4.918.129.649.999.990;R. José Maria da Silva Paranhos, 513 - Guarani, Colombo - PR, 83409-470, Brazil
25922;37315;13919;-25.454.303.026.198.600;-49.565.613.269.804.400;UNIDADE DE SAUDE ITABOA;RUA JOSE FEDALTO;S/N;ITABOA;(41)3399-4206;83605210.0;PR;Campo Largo;2016;5;-254.540.145;-495.651.801;R. José Fedalto - Lot. Itaboa, Campo Largo - PR, 83605-210, Brazil
26801;38517;17787;-257.596.206.130.936;-49.322.782.597.026.300;POSTO DE SAUDE ELSIO DE ASSIS;RUA FRANCISCO PEREIRA ASSIS MAGALHAES;S/N;AREIA BRANCA DOS ASS;(41)3633-1188;83800000.0;PR;Mandirituba;2016;5;-258.648.478;-4.936.428.429.999.990;R. São Francisco - Areia Branca dos Assis, Mandirituba - PR, 83800-000, Brazil
27457;39960;2302012;-269.906.187.057.487;-51.188.499.927.519.200;ESF SANTA GEMA;AV MATO GROSSO;S/N;SANTA GEMA;(49)5660515;89560000.0;SC;Videira;2016;5;-269.906.148;-51.189.085;R. Mato Grosso - Santa Gema, Videira - SC, 89560-000, Brazil
27527;39499;2232316;-316.525.232.791.891;-527.980.184.555.038;UNIDADE BASICA DE SAUDE AMBROSINO PERES ZININHO;VILA FREIRE;S/N;INTERIOR;(53)91184735;96395000.0;RS;Cerrito;2016;5;-316.536.377;-527.943.966;Vila Freire, Cerrito - RS, 96395-000, Brazil
27528;39488;2231190;-30.069.022.178.649;-510.967.469.215.378;UBS CECILIA VIAMAO;AV PLACIDO MOTIN;1480;SANTA CECILIA;;94495580.0;RS;Viamão;2016;5;-300.689.888;-51.096.714;Av. Plácido Mottin, 1480 - Santa Cecília, Viamão - RS, 94475-520, Brazil
27530;39432;2224763;-29.700.733.423.232.100;-513.249.063.491.806;ESF CENTRO;AVENIDA CORONEL ORESTES LUCAS;4127;CENTRO;51 3698 1149;95745000.0;RS;Capela de Santana;2016;5;-297.002.247;-513.256.172;Av. Cel. Orestes Lucas, 4127 - Bosque de Capela, Capela de Santana - RS, 95745-000, Brazil
27534;39574;2238578;-290.217.375.755.302;-510.779.500.007.615;POSTO DE SAUDE PEDRAS BRANCAS;BR 116 KM 123;S/N;PEDRAS BRANCAS;(54)2801088;95190000.0;RS;São Marcos;2016;5;-290.241.023;-510.818.934;BR-116, Rio Grande do Sul, Brazil
27537;39468;2229862;-29.861;-51.178.999.999.999.900;UBS PLANALTO ESTEIO;AV PORTO ALEGRE;987;JARDIM PLANALTO;51 34594491;93295000.0;RS;Esteio;2016;5;-298.589.876;-511.390.323;Av. Pôrto Alegre, 987 - Parque Primavera, Esteio - RS, 93295-000, Brazil
27541;39516;2234017;-292.116.808.891.288;-5.318.307.638.168.170;UNIDADE BASICA DE SAUDE RINCAO DA ESTRELA;RINCAO DA ESTRELA;S/N;INTERIOR;(51)3616-7004;96990000.0;RS;Estrela Velha;2016;5;-29.15;-53.15;Rincão da Estrêla, Estrela Velha - RS, 96990-000, Brazil
27542;39524;2235226;-279.238.258.451.753;-5.303.629.666.960.360;POSTO DE SAUDE BARRA FUNDA;RUA NAVEGANTES;S/N;CENTRO;(54)3691288;99585000.0;RS;Barra Funda;2016;5;-279.228.414;-53.039.313;R. Navegantes, Barra Funda - RS, 99585-000, Brazil
27545;39550;2237059;-294.530.475.139.609;-513.065.814.971.909;UNIDADE BASICA DE SAUDE I PIONEIRO;ESTRADA SAO ROQUE;100;SAO ROQUE;(51)36374250;95770000.0;RS;Feliz;2016;5;-28.320.438;-523.872.999;São Roque, Passo Fundo - RS, Brazil
27546;39504;2232685;-336.633.217.334.738;-532.635.855.674.728;ESF HERMENEGILDO SANTA VITORIA DO PALMAR;RUA ALAMEDA DAS ACACIAS;1;HERMENEGILDO;;96230000.0;RS;Santa Vitória do Palmar;2016;5;-336.661.566;-532.605.827;Alameda das Acácias, Santa Vitória do Palmar - RS, 96230-000, Brazil
27547;39422;2224135;-29.501.059.055.327.500;-498.537.683.486.924;UNIDADE SANITARIA RONDINHA NOVA;RUA MARIANTE;0;CENTRO;(51)36061088;95585000.0;RS;Arroio do Sal;2016;5;-295.017.001;-498.530.862;R. Mariante, Arroio do Sal - RS, 95585-000, Brazil
27549;39461;2227495;-295.722.204.557.553;-50.798.710.733.321.700;UNIDADE DE SAUDE MOINHO;RUA DA INDEPENDENCIA;2880;MOINHO;(51)35454695;95650000.0;RS;Igrejinha;2016;5;-295.545.466;-507.835.683;R. Independência, 2880 - Moinho, Igrejinha - RS, 95650-000, Brazil
27551;39588;2242036;-298.802.876.604.795;-548.277.276.903.362;CENTRO DE SAUDE ESF;RUA SETE DE SETEMBRO;276;CENTRO;(55) 3254.1377;97450000.0;RS;Cacequi;2016;5;-298.815.016;-548.248.942;R. Sete de Setembro, 276, Cacequi - RS, 97450-000, Brazil
27553;39433;2224771;-29.701.944.851.983.100;-513.217.693.454.114;ESF PARECI VELHO;RS 240 KM 28;S/N;PARECI VELHO;51 3698 3024;95745000.0;RS;Capela de Santana;2016;5;-296.663.193;-513.126.453;RS-240, Rio Grande do Sul, Brazil
27555;39573;2238004;-292.579.865.455.619;-51.517.746.448.515.300;POSTO DE ATENDIMENTO MEDICO PAM;AV PERIMETRAL LEO ANTONIO CISILOTTO;15;GLORIA;(054) 3462-8142;95720000.0;RS;Garibaldi;2016;5;-292.468.113;-515.326.811;Av. Perimetral, 15 - Glória, Garibaldi - RS, 95720-000, Brazil
27556;39498;2232235;-322.302.389.144.888;-53.076.667.785.643;UNIDADE BASICA DE SAUDE ZONA NORTE;AVENIDA DA SAUDADE;461;BRANCO ARAUJO;;96330000.0;RS;Arroio Grande;2016;5;-322.321.262;-530.759.184;Av. da Saudade, 461, Arroio Grande - RS, 96330-000, Brazil
27557;39426;2224151;-29.839.564.561.842.900;-505.356.073.379.502;POSTO DE SAUDE MENINO DEUS;RUA ADELAIDE PEIXOTO MONTEIRO;261;MENINO DEUS;;95500000.0;RS;Santo Antônio da Patrulha;2016;5;-298.395.118;-505.354.789;R. Adelaíde Peixoto Monteiro, 261 - Menino Deus, Santo Antônio da Patrulha - RS, 95500-000, Brazil
27558;39448;2226588;-292.773.413.658.134;-503.101.301.193.223;POSTO MUNICIPAL DE TAINHAS;DISTRITO;1;DISTRITO;;95400000.0;RS;São Francisco de Paula;2016;5;-29.442.271;-505.797.679;São Francisco de Paula - RS, 95400-000, Brazil
27559;39500;2233037;-31.358.617.544.173.300;-51.964.709.758.757;ESF BARRINHA SAO LOURENCO DO SUL;RUA BORGES DE MEDEIROS;2020;BARRINHA;;96170000.0;RS;São Lourenço do Sul;2016;5;-3.135.880.209.999.990;-5.196.455.539.999.990;R. Borges de Medeiros, 2020, São Lourenço do Sul - RS, 96170-000, Brazil
27560;39489;2231743;-29.579.712.152.480.100;-509.110.093.116.745;ESF VILA NOVA NOVA HARTZ;RUA ARTIGAS;276;VILA NOVA;3565 1399;93890000.0;RS;Nova Hartz;2016;5;-295.797.397;-509.104.778;R. Artigas, 276 - Vila Nova, Nova Hartz - RS, 93890-000, Brazil
27561;39463;2228076;-27.454.576.492.308.800;-5.324.880.123.138.270;POSTO DE SAUDE CRISTAL DO SUL;AV MARCELINO ZARDINELLO;820;CENTRO;(55)37441082;98368000.0;RS;Cristal do Sul;2016;5;-282.585.989;-52.401.846;R. Silva Jardim - Centro, Passo Fundo - RS, 99010-240, Brazil
27562;39552;2236869;-295.057.690.143.577;-513.472.223.281.845;POSTO DE SAUDE BELA VISTA;SAO LUIS;S/N;BELA VISTA;51 36341907;95765000.0;RS;Bom Princípio;2016;5;-294.998.138;-513.322.571;R. São Luís, 347, Bom Princípio - RS, 95765-000, Brazil
27563;39559;2237024;-287.851.774.692.527;-51.015.915.870.665;POSTO DE SAUDE SAO MANOEL AVANCADO;LOCALIDADE SAO MANOEL;S/N;SAO MANOEL;( );95255000.0;RS;Campestre da Serra;2016;5;-28.782.085;-510.173.902;São Manoel, Campestre da Serra - RS, 95255-000, Brazil
27564;39515;2234238;-294.078.528;-530.337.954;PSF 2 SOBRADINHO;RUA FREDERICO MUNDSTOCK;37;BAIXADA;(51)37423399;96900000.0;RS;Sobradinho;2016;5;-294.099.294;-530.326.911;R. Frederico Mundstock, 37 - Baixada, Sobradinho - RS, 96900-000, Brazil
27566;39465;2229277;-29.624.944.925.307.300;-5.089.577.436.447.000;ESF CAMPO VICENTE NOVA HARTZ;RUA SAO BERNARDO;S/N;CAMPO VICENTE;51 565 2240;93890000.0;RS;Nova Hartz;2016;5;-236.898.429;-465.648.481;São Bernardo do Campo, State of São Paulo, Brazil
27567;39533;2235692;-296.088.279.865.489;-526.813.545.006.574;POSTO DE SAUDE TROMBUDO;RUA AUGUSTO EMMEL;40;CENTRO;(51)37501122;96878000.0;RS;Vale do Sol;2016;5;-296.033.504;-5.268.655.589.999.990;Rua Augusto Emmel, 40, Vale do Sol - RS, 96878-000, Brazil
27569;39553;2236982;-280.572.763.479.841;-5.118.879.366.246.130;UNIDADE BASICA DE SAUDE DR ANTONIO DIAS FERNANDES;ALVARO KRAMER;91;CENTRO;54 33541393;95380000.0;RS;Esmeralda;2016;5;-300.308.412;-512.277.608;Centro, Porto Alegre, Porto Alegre - RS, Brazil
27571;39591;2242818;-30.167.411.389.713.500;-535.696.441.253.718;ESTRATEGIA DE SAUDE DA FAMILIA PONTES;RUA TEOFILO PITELKOW;630;VILA PONTES;(55) 3233-3853;97340000.0;RS;São Sepé;2016;5;-301.745.814;-5.358.226.070.000.000;R. Ataídes Pontes, 1026 - Pontes, São Sepé - RS, 97340-000, Brazil
27574;39440;2225689;-29.736.707.210.539.800;-508.470.654.487.595;UNIDADE BASICA DE SAUDE SANTA CRUZ;RODOVIA RS020;123;SANTA CRUZ DA CONCOR;5135447084;95600066.0;RS;Taquara;2016;5;-2.961.460.869.999.990;-507.666.433;RS-020, 123, Taquara - RS, 95600-000, Brazil
27576;39462;2227584;-29.448;-50.583.999.999.999.900;POSTO DE SAUDE DE CAZUZA FERREIRA;DISTRITO;1;INTERIOR;(54)2441175;95400000.0;RS;São Francisco de Paula;2016;5;-29.442.271;-505.797.679;São Francisco de Paula - RS, 95400-000, Brazil
27579;39444;2225441;-296.492.350.101.462;-50.849.168.300.627.200;UNIDADE BASICA DE SAUDE JARDIM;ABDIAS MARTINS;280;JARDIM;(51) 992749049;95630000.0;RS;Parobé;2016;5;-296.515.154;-508.537.549;R. Abdias Martins, 280 - Vila Jardim, Parobé - RS, 95630-000, Brazil
27580;39528;2235471;-293.645.668.029.777;-50.805.029.869.078.100;ESCOLA MUNICIPAL DE EDUCACAO ESPECIAL RODOLFO SCHLIEPER APAE;RUA ALMIRANTE BARROSO;295;CENTRO;(54) 32823144;95680000.0;RS;Canela;2016;5;-293.645.872;-508.048.343;R. Alm. Barroso, 295 - Centro, Canela - RS, 95680-000, Brazil
27581;39508;2233231;-31.588;-52.633;POSTO DE SAUDE PALHA BRANCA;RUA DAS AZALEIAS;S/N;CENTRO;(53)2240031;96150000.0;RS;Morro Redondo;2016;5;-315.921.041;-526.257.178;Morro Redondo - RS, 96150-000, Brazil
27582;39492;2232383;-32.026.743.551.158.400;-53.394.337.860.891.100;UNIDADE BASICA DO BASILIO;VILA BASILIO;S/N;BASILIO;;96310000.0;RS;Herval;2016;5;-318.825.884;-530.137.657;Basílio, Herval - RS, 96310-000, Brazil
27584;39572;2237989;-292.596.602.439.872;-515.400.838.851.914;UNIDADE BASICA DE SAUDE CHACARAS;RUA QUINZE DE NOVEMBRO;935;VALE DOS PINHEIROS;(054) 3462-8150;95720000.0;RS;Garibaldi;2016;5;-29.259.835;-5.153.998.869.999.990;R. Quinze de Novembro, 935 - Chácaras, Garibaldi - RS, 95720-000, Brazil
27586;39526;2234998;-278.952.741.622.917;-532.956.433.296.188;ESF VI WESTPHALEN;BRASILICIO TAPIA;S/N;WESTPHALEN;;98300000.0;RS;Palmeira das Missões;2016;5;-27.895.249;-532.960.729;R. Brasilicio, Palmeira das MissõEs - RS, 98300-000, Brazil
27590;39456;2227606;-3.062.427.163.124;-52.041.721.343.992.600;UNIDADE DE SAUDE DA FAMILIA VILA FATIMA;VILA FATIMA;1;INTERIOR;(51)6771410;96190000.0;RS;Dom Feliciano;2016;5;-3.062.400.199.999.990;-52.041.704;Unnamed Road, 96190-000, Dom Feliciano - RS, Brazil
27591;39453;2227088;-29.967.076.778.411.000;-517.975.544.929.489;POSTO DE SAUDE PORTO DO CONDE;PORTO DO CONDE;S/N;PORTO DO CONDE;;96700000.0;RS;São Jerônimo;2016;5;-29.962.127;-517.250.108;São Jerônimo, RS, 96700-000, Brazil
27592;39595;2242796;-304.448.854.923.239;-537.303.113.937.362;POSTO DE SAUDE PASSO DOS FREIRE;PASSO DOS FREIRE;S/N;2 DISTRITO;;97340000.0;RS;São Sepé;2016;5;-301.639.555;-5.357.193.849.999.990;São Sepé - RS, Brazil
27594;39537;2235749;-293.816.792.964.927;-52.508.125.305.174.200;POSTO DE SAUDE DE LINHA ALMEIDA;LINHA ALMEIDA;S/N;INTERIOR;(51)37081232;96890000.0;RS;Sinimbu;2016;5;-293.766.577;-525.118.531;Linha Almeida, Sinimbu - RS, 96890-000, Brazil
27595;39449;2226596;-29.448;-50.583.999.999.999.900;POSTO DE SAUDE DO SALTO;DISTRITO;1;DISTRITO;(54)25441175;95400000.0;RS;São Francisco de Paula;2016;5;-29.442.271;-505.797.679;São Francisco de Paula - RS, 95400-000, Brazil
27598;39532;2235676;-303.064.405.918.113;-523.327.088.356.003;POSTO DE SAUDE AROEIRAS;ESTRADA DA AROEIRAS;S/N;AROEIRAS;(51)37342220;96690000.0;RS;Pantano Grande;2016;5;-303.294.812;-523.151.635;Aroeiras, Pantano Grande - RS, 96690-000, Brazil
27601;39529;2235889;-29.984.714.984.892.800;-523.842.287.063.583;UNIDADE DE SAUDE HIGINO LEITAO PSF;RUA LUCIANO PANATIERE;S/N;HIGINO LEITAO;;96640000.0;RS;Rio Pardo;2016;5;-29.982.636;-52.384.387;R. Dr. Luciano Raul Panatieri - Bom Fim, Rio Pardo - RS, 96640-000, Brazil
