index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
30710;42060;2633159;-831.673.622.131.324;-3.735.104.799.270.520;USF ALGODOES;ALGODOES;S/N;ZONA RURAL;;56600000.0;PE;Sertânia;2016;5;-83.149.597;-373.526.699;Algodões, Sertânia - PE, 56600-000, Brazil
30711;42050;2631873;-897.599.548.086.787;-366.927.291.741.698;PSF SERRINHA DA PRATA;POVOADO SERRINHA DA PRATA;1;ZONA RURAL;(87)37821140;55350000.0;PE;Saloá;2016;5;-9.043.068.500.000.000;-367.807.305;Estr. Serrinha da Prata, Saloá - PE, 55350-000, Brazil
30717;42155;2645777;-259.630.322.456.352;-441.984.486.579.882;UNIDADE DE SAUDE DA FAMILIA SANTA CLARA;RUA LUCY SARNEY RUA UNIAO;S/N;SANTA CLARA;(098) 3257-2026;65010000.0;MA;São Luís;2016;5;-25.962.087;-441.979.778;Rua Luci Sarney - Santa Clara, São Luís - MA, 65058-369, Brazil
30719;42112;2636840;-776.750.564.575.173;-356.368.803.977.956;PACS DE MACAMBIRA;SITIO MACAMBIRA;S/N;SITIO;(81)36381178;55730000.0;PE;Bom Jardim;2016;5;-7.799.648.899.999.990;-355.850.311;Bom Jardim - State of Pernambuco, Brazil
30722;42159;2645815;-255.928.874.015.801;-442.385.530.471.789;UNIDADE DE SAUDE DA FAMILIA PIRAPORA;AV SANTOS DUMONT QUADRA D;S/N;TIRIRICAL;;65010000.0;MA;São Luís;2016;5;-25.672.419;-442.384.441;Av. Santos Dumont - Tirirical, São Luís - MA, Brazil
30723;42045;2631210;-800.316.452.980.018;-360.582.447.051.992;PSF COHAB;AVENIDA CELSO ANDRADE;8;COHAB;(81)37418834;55125000.0;PE;Toritama;2016;5;-8.006.564;-360.522.925;R. José Eraldo da Silva, 8, Toritama - PE, 55125-000, Brazil
30724;42531;2713780;-788.919.210.433.937;-35.179.038.047.789.500;PSF ASA BRANCA;RUA 09 VILA ASA BRANCA;95;ASA BRANCA;(81)36361281;55825000.0;PE;Paudalho;2016;5;-7.888.245.099.999.990;-351.842.504;R. Asa Branca, 95, Paudalho - PE, 55825-000, Brazil
30726;42505;2712768;-867.099.165.916.418;-35.740.520.954.131;POSTO DE SAUDE DE CANAA II;RUA RONALDO JOAO;S/N;CANAA;;55400000.0;PE;Catende;2016;5;-8.671.560.099.999.990;-357.406.961;R. Ronaldo João da Silva - Canaã, Catende - PE, 55400-000, Brazil
30732;42545;2714086;-84.211.945;-356.641.608;PSF III MARIA AUXILIADORA;RUA JOAO FERREIRA JUNIOR;S/N;CENTRO;87887768;55690000.0;PE;Barra de Guabiraba;2016;5;-841.864;-356.618.522;Av. João Ferreira Júnior, Barra de Guabiraba - PE, 55690-000, Brazil
30733;42491;2712393;-867.145.299.911.474;-357.296.419.143.666;POSTO DE SAUDE DA COHAB;AVENIDA JOAO GOULART;S/N;COHAB;;55400000.0;PE;Catende;2016;5;-86.679.731;-35.721.818;Catende, State of Pernambuco, 55400-000, Brazil
30734;42551;2715589;-8.113;-35.015;USF LOTE 56;RUA AGAMENON MAGALHAES;161;MURIBEQUINHA;81-3482-1525;54280705.0;PE;Jaboatão dos Guararapes;2016;5;-81.235.273;-350.220.627;R. Agamenon Magalhães, 161 - Vila Rica, Jaboatão dos Guararapes - PE, 54320-430, Brazil
30737;42408;2697963;-25.319.838.523.864;-4.428.434.371.948.110;CENTRO DE SAUDE DA LIBERDADE;RUA MACHADO DE ASSIS;S/N;LIBERDADE;;65035380.0;MA;São Luís;2016;5;-25.315.324;-442.847.184;R. Machado de Assis - Liberdade, São Luís - MA, 65065-545, Brazil
30738;42562;2717808;-2.228.615.283.966;-449.201.989.173.876;UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO;SAO SEBASTIAO;S/N;ZONA RURAL;;65267000.0;MA;Central do Maranhão;2016;5;-238.063.468;-454.016.534;São Sebastião, State of São Paulo, Brazil
30740;42498;2712571;-798.453.927.040.077;-350.402.283.668.508;POSTO DE SAUDE DA FAMILIA ROSINA LABANCA II;AV PEDRAS PRECIOSAS;S/N;ROSINA LABANCA;(81)35254844;54735255.0;PE;São Lourenço da Mata;2016;5;-7.985.998.200.000.000;-350.415.536;Av. Pedras Preciosas - Rosina Labanca, São Lourenço da Mata - PE, Brazil
30741;42549;2714779;-8.094.938.993.453.740;-395.843.625.068.653;USF COHAB;RUA 09;88;COHAB;(87)38831295;56163000.0;PE;Parnamirim;2016;5;-5.911.554.499.999.990;-352.713.164;Parnamirim, State of Rio Grande do Norte, Brazil
30743;42663;2726335;-652.674;-3.953.423;UNID DE PSF DR IURI G M ANDRADE;RUA PADRE JOAO STICKER;S/N;ALTO BOA VISTA;;63580000.0;CE;Jucás;2016;5;-4.708.245.199.999.990;-405.750.021;Alto da Boa Vista, Nova Russas - CE, 62200-000, Brazil
30748;42658;2725703;-4.9;-40.759;POSTO DE SAUDE DE TORROES;DISTRITO DE TORROES;S/N;CENTRO;8111217;62215000.0;CE;Ipaporanga;2016;5;-48.491.402;-407.274.613;Estrada Torrões, Sítio Araras Ipaporanga - CE, 62215-000, Brazil
30749;42606;2721279;-993.165.738.892.367;-36.551.091.902.005.200;POSTO DE SAUDE BREJINHO II;POV BREJINHO II;S/N;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.878.881.999.999.990;-3.657.763.570.000.000;Unnamed Road, São Sebastião - AL, 57275-000, Brazil
30750;42591;2720965;-9.83;-36.738;POSTO DE SAUDE PAU DARCO;SITIO PAU DARCO;S/N;ZONA RURAL;;57330000.0;AL;Lagoa da Canoa;2016;5;-9.783.332.999.999.990;-36.75;Pau d'Arco, Lagoa da Canoa - AL, 57330-000, Brazil
30751;42588;2720604;-965.835.193.876.391;-370.035.959.132.308;POSTO DE SAUDE DO ALTAO;POVOADO ALTAO;S/N;CENTRO;(82) 5331120;57425000.0;AL;Jaramataia;2016;5;-96.626.695;-370.048.929;Jaramataia, AL, 57425-000, Brazil
30752;42657;2725479;-7.224.969.863.891.380;-387.236.738.204.945;POSTO DE SAUDE DE RIACHAO;SITIO RICHAO;S/N;SITIO RIACHAO;5541297;63380000.0;CE;Barro;2016;5;-40.055.166;-38.517.485;BR-116, 1093 - Verife, Itaitinga - CE, 61880-000, Brazil
30754;42501;2712296;-8.744.537.830.352.530;-35.811.138.153.075.100;POSTO DE PSF DE FREI CANECA;RUA DA ESTACAO;S/N;FREI CANECA;;55409000.0;PE;Jaqueira;2016;5;-87.266.035;-357.945.552;Rua Povoado Frei Caneca, s/n, Jaqueira - PE, 55409-000, Brazil
30757;42497;2712423;-792.256.951.332.069;-352.952.098.846.425;POSTO DE SAUDE DA FAMILIA BOA ESPERANCA;RUA DANIEL JOSE DA SILVA;20;VILA BOA ESPERANCA;;55840000.0;PE;Lagoa de Itaenga;2016;5;-79.225.488;-352.952.567;R. Daniel José da Silva, 20 - Vila Boa Esperança, Lagoa do Itaenga - PE, 55840-000, Brazil
30760;42651;2725452;-6.830.663.681.030.080;-391.110.920.906.056;POSTO DE SAUDE DE QUITAIUS II;SITIO CAIXA DAGUA;S/N;SITIO;;63300000.0;CE;Lavras da Mangabeira;2016;5;-6.781.579;-39.028.729;Sitio Caixa Dágua S/N Zona Rural, Lavras da Mangabeira - CE, 63300-016, Brazil
30761;42522;2713586;-7.649.704.499.999.990;-401.502.087.501.672;ESF JARDIM ROCHA;RUA GENECI PEREIRA;S/N;JARDIM ROCHA;;56260000.0;PE;Ipubi;2016;5;-7.645.456.599.999.990;-401.479.314;Ipubi, State of Pernambuco, 56260-000, Brazil
30764;42499;2712377;-8.506.636.619.567.610;-35.378.208.160.399.300;PSF X NELSON DE BRITO;RUA SAO PAULO;163;ELDORADO;;55520000.0;PE;Ribeirão;2016;5;-235.505.199;-4.663.330.939.999.990;São Paulo, State of São Paulo, Brazil
30766;42576;2719908;-905.109;-3.539.959;UBS USINA SANTA MARIA;RUA BRASILIA;S/N;USINA SANTA MARIA;;57900000.0;AL;Porto Calvo;2016;5;-9.008.272;-354.322.115;Fazenda Engenho Novo, 1 - Zona Rural, Porto Calvo - AL, 57900-000, Brazil
30768;42467;2704994;-9.425.979.852.676.110;-38.090.565.204.619.200;POSTO DE SAUDE MARCELINO MARTINS;POVOADO CRUZ;S/N;ZONA RURAL;;57480000.0;AL;Delmiro Gouveia;2016;5;-9.385.759.499.999.990;-379.990.194;Delmiro Gouveia, State of Alagoas, 57480-000, Brazil
30769;42540;2714078;-740.926.386;-35.110.627.357.431.600;PSF IBIRANGA II;DESEMBARGADOR JOAO PAZ;S/N;IBIRANGA;;55920000.0;PE;Itambé;2016;5;-7.380.234.999.999.990;-35.244.321;R. Des. João Paes, Itambé - PE, 55920-000, Brazil
30773;42627;2722038;-901.106.588.188.022;-360.573.877.321.467;UNIDADE DE SAUDE DA FAMILIA DOUGLAS BUARQUE;RUA ALINE VASCONCELOS;S/N;CENTRO;(82)2851146;57860000.0;AL;São José da Laje;2016;5;-9.007.920.799.999.990;-360.554.229;São José da Laje, State of Alagoas, 57860-000, Brazil
30774;42644;2724588;-367.044;-3.924.088;UBS LEOVIGILDO BARROSO;RUA PEDRO CIPRIANO;S/N;CENTRO;;62665000.0;CE;São Luís do Curu;2016;5;-36.715.174;-392.365.302;R. Pedro Cipriano, São Luís do Curu - CE, 62665-000, Brazil
30776;42420;2699923;-638.848;-3.929.647;UNIDADE DE PSF FOMENTO;VILA PENHA;S/N;PENHA;;63502705.0;CE;Iguatu;2016;5;-6.388.478.399.999.990;-392.964.664;Estr. Iguatu-Penha - Alto do Juca, Iguatu - CE, 63500-000, Brazil
30777;42458;2704080;-7.999;-36.051;PSF CENTRO;RUA MANOEL TENORIO;275;CENTRO;(81)37412223;55125000.0;PE;Toritama;2016;5;-800.739;-360.522.443;Travessa Manoel Tenorio, Toritama - PE, 55125-000, Brazil
30778;42617;2721910;-915.545;-355.359;UNIDADE DE SAUDE DA FAMILIA ANTONIO QUEIROZ;RUA SAO VICENTE;S/N;CENTRO;;57910000.0;AL;Matriz de Camaragibe;2016;5;-9.154.808;-355.246.308;Matriz de Camaragibe - State of Alagoas, Brazil
30779;42637;2722712;-892.115.592.956.517;-351.840.162.277.211;USF ITABAIANA;ASSENTAMENTO ITABAIANA;S/N;ZONA RURAL;( );57955000.0;AL;Maragogi;2016;5;-9.010.371.899.999.990;-352.208.277;Maragogi, AL, 57955-000, Brazil
30782;42495;2712474;-776.217.341.423.012;-350.493.907.928.457;PSF III DOM HELDER CAMARA;VILA CANAA;S/N;VILA CANAA;(81)35101515;53690000.0;PE;Araçoiaba;2016;5;-7.789.043.399.999.990;-350.924.127;Araçoiaba, State of Pernambuco, 53690-000, Brazil
30783;42586;2720175;-9.109.114.408.492.770;-356.988.716.125.478;PSF USINA AGRISA;USINA AGRISA;S/N;ZONA RURAL;082-3252-1485;57980000.0;AL;Joaquim Gomes;2016;5;-91.056.112;-356.983.127;Unnamed Road, Joaquim Gomes - AL, 57980-000, Brazil
30784;42539;2714299;-861.571;-3.510.802;PSF BARRA DO SIRINHAEM;RUA ANTONIO RIBEIRO;S/N;BASRRA DE SIRINHAEM;;55580000.0;PE;Sirinhaém;2016;5;-86.161.072;-350.564.532;R. Antônio Ribeiro, Sirinhaém - PE, 55580-000, Brazil
30785;42642;2724553;-675.048.708.915.691;-389.689.993.858.326;SEDE URBANA III;RUA FIDERALINA AUGUSTO LIMA;S/N;CRUZEIRO;88 3536-2310;63300000.0;CE;Lavras da Mangabeira;2016;5;-67.497.925;-389.650.005;R. Fideralina Augusto Lima - Cel. Raimundo Augusto Lima, Lavras da Mangabeira - CE, 63300-000, Brazil
30786;42448;2703629;-773.807.644.844.033;-3.522.437.810.897.720;PSF DO EUGENIO BANDEIRA;RUA B LOTEAMENTO EUGENIO BANDEIRA;S/N;SERTAOZINHO;;55800000.0;PE;Nazaré da Mata;2016;5;-7.735.815;-352.222.191;Tv. Jessé Holanda, Nazaré da Mata - PE, 55800-000, Brazil
30787;42618;2721929;-915.545;-355.359;UNIDADE DE SAUDE DA FAMILIA ARLETE MENDONCA;RUA DOUTOR MENDONCA BRAGA;S/N;CENTRO;( );57910000.0;AL;Matriz de Camaragibe;2016;5;-91.583.955;-355.335.317;R. Dr. Mendonça Braga, Matriz de Camaragibe - AL, 57910-000, Brazil
30788;42610;2721554;-9.452.587.366.103.840;-358.490.324.020.375;USF DR GASTAO OITICICA;USINA SANTA CLOTILDE;S/N;ZONA RURAL;(82) 2611340;57100000.0;AL;Rio Largo;2016;5;-9.455.463;-358.510.892;Fazenda Pau Amarelo, s/n - Zona Ruaral, Rio Largo - AL, 57100-000, Brazil
30790;42656;2725800;-496.916.642.282.456;-386.408.630.485.786;POSTO DE SAUDE DE VICOSA;VICOSA;S/N;ZONA TURAL;0;62955000.0;CE;Ibicuitinga;2016;5;-49.340.939;-38.569.207;Viçosa, Ibicuitinga - CE, 62955-000, Brazil
30791;42453;2703947;-78.617.400.547.219.500;-387.594.537.800.097;UNIDADE DE SAUDE DA FAMILIA DO CARMO;DISTRITO DO CARMO;S/N;CENTRO;;56950000.0;PE;São José do Belmonte;2016;5;-7.756.200.199.999.990;-38.725.036;Carmo, São José do Belmonte - PE, 56950-000, Brazil
30794;42526;2713721;-866.842.746.734.594;-35.322.310.924.529;PSF AGROVILA CONCEICAO;AGROVILA CONCEICAO;10;ZONA RURAL;;55570000.0;PE;Rio Formoso;2016;5;-8.668.645.999.999.990;-35.322.784;Agrovila Conceição, Rio Formoso - PE, 55570-000, Brazil
30797;42528;2713934;-867.049.813.270.544;-351.556.491.851.796;PSF DA COHAB;RUA 5 A;S/N;COHAB;;55570000.0;PE;Rio Formoso;2016;5;-8.670.128.799.999.990;-35.154.969;R. 1, 176-324, Rio Formoso - PE, 55570-000, Brazil
30798;42597;2720930;-9.9;-36.678.000.000.000.000;UNIDADE DE SAUDE OLHO DAGUA DOS DANDANHAS;SITIO OLHO DAGUA DAS DANDANHAS;S/N;ZONA RURAL;(82) 5241100;57340000.0;AL;Feira Grande;2016;5;-98.534.627;-366.224.366;Sítio Olho D'Água dos Dandanhas, Feira Grande - AL, 57340-000, Brazil
30800;42519;2713381;-8.378.487;-354.507.729.209.957;PSF ALICE BATISTA DOS ANJOS;RUA ALCIDES RODRIGUES;107;ALICE B DOS ANJOS;;55515000.0;PE;Amaraji;2016;5;-83.701.343;-354.561.148;Rua Alcides Rodrigues dos Santos, 107 - Bela Vista, Amaraji - PE, 55515-000, Brazil
30801;42500;2712598;-7.932.378.178.540.130;-35.292.803.652.527.100;POSTO DE SAUDE DA FAMILIA SALINAS;RUA EUZEBIO LINS;S/N;SALINAS;;55840000.0;PE;Lagoa de Itaenga;2016;5;-79.323.586;-352.960.986;R. Eusébio Lins - Salina, Lagoa do Itaenga - PE, 55840-000, Brazil
30806;42525;2713799;-9.035.975.933.074.680;-38.249.866.962.431.700;PSF PROJETO BARREIRAS;AGROVILA 01 BLOCO 01;S/N;ZONA RURAL;(87)38511287;56460000.0;PE;Petrolândia;2016;5;-9.035.737;-382.500.084;Agrovila 01 Bloco 01, Petrolândia - PE, 56460-000, Brazil
30807;42503;2712741;-8.670.186.996.459.700;-35.739.147.663.115.300;POSTO DE SAUDE DE CANAA I;RUA SEBASTIAO AMARAL;S/N;CANAA;;55400000.0;PE;Catende;2016;5;-8.671.168.699.999.990;-357.399.735;Av. Sebastião Amaral - Canaã, Catende - PE, 55400-000, Brazil
30809;42552;2715546;-789.916.992.187.477;-36.049.211.025.237;USF CAIC;ROD PE 130 KM 08;S/N;SITIO;(81)3733-1738;55790000.0;PE;Taquaritinga do Norte;2016;5;-7.888.837;-361.103.914;PE-130, Taquaritinga do Norte - PE, Brazil
30810;42547;2714671;-7.821.469.682.321.420;-381.531.381.817.594;USF DR SEVERIANO DOS SANTOS DINIZ;RUA CAROLINO CAMPOS;S/N;CENTRO;(87)38468149;56895000.0;PE;Santa Cruz da Baixa Verde;2016;5;-7.824.260.099.999.990;-38.150.766;R. Central, 299, Santa Cruz da Baixa Verde - PE, 56895-000, Brazil
30817;42494;2712415;-800.003;-3.503.472;POSTO DE SAUDE DA FAMILIA BARRO VERMELHO;AV BEIRA RIO;S/N;BEIRA RIO;;54715535.0;PE;São Lourenço da Mata;2016;5;-80.000.578;-350.347.019;R. Beira Rio, São Lourenço da Mata - PE, 54715-810, Brazil
30819;42493;2712466;-7.79;-35.091;PSF II DOM HELDER CAMARA;RUA DOIS UNIDOS;S/N;QUINZE;(81)35438865;53690000.0;PE;Araçoiaba;2016;5;-7.795.594;-350.961.364;R. Dois Unidos, Araçoiaba - PE, 53690-000, Brazil
30820;42542;2714035;-794.667.720.794.655;-351.139.783.859.243;PSF GUADALAJARA;RUA CRUZEIRO DO SUL;S/N;GUADALAJARA;;55825000.0;PE;Paudalho;2016;5;-79.440.264;-351.186.262;Guadalajara, Paudalho - PE, 55825-000, Brazil
30821;42631;2722496;-9.934;-36.554;UNIDADE SAUDE DA FAMILIA CRUZEIRO;RUA JOSEFA LUCIO CORDEIRO;S/N;CRUZEIRO;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-99.312.654;-365.473.762;R. Joséfa Lúcio Cordeiro, São Sebastião - AL, 57275-000, Brazil
30822;42502;2712253;-851.307.392.120.337;-353.768.348.693.837;PSF IX JOSE COSTA CAVALCANTE JUNIOR;RUA CARLOS GOMES;401;BAIRRO NOVO;;55520000.0;PE;Ribeirão;2016;5;-211.727.228;-4.780.293.899.999.990;R. Carlos Gomes, 401 - Campos Elísios, Ribeirão Preto - SP, 14085-400, Brazil
30826;42450;2703521;-801.477.313.041.664;-349.806.404.113.759;USF ALTO DA BOA VISTA;RUA SIZEFREDO ALVES DE BRITO;294;ALTO DA BOA VISTA;(81)34582424;54768180.0;PE;Camaragibe;2016;5;-80.153.283;-349.810.658;Alto da Boa Vista, Camaragibe - PE, Brazil
30827;42582;2719878;-91.423.845.291.135;-3.783.431.768.417.240;CENTRO DE SAUDE SANTA CRUZ DO DESERTO;POVOADO SANTA CRUZ DO DEZERTO;S/N;ZONA RURAL;;57540000.0;AL;Mata Grande;2016;5;-91.186.648;-377.326.388;Rua do Comércio - Santa Cruz do Deserto, s/n - Zona Rural, Mata Grande - AL, 57540-000, Brazil
30830;42661;2726351;-4.95;-38.6;UNIDADE MISTA DE IBICUITINGA;RUA EDVAL MAIA DA SILVA;S/N;CENTRO;(88) 4251006;62955000.0;CE;Ibicuitinga;2016;5;-49.793.562;-386.378.679;R. Edval Maia, Ibicuitinga - CE, 62955-000, Brazil
30831;42451;2703556;-800.051.450.729.347;-34.978.129.863.738;USF TABATINGA CENTRO;RUA JOAQUIM FELIPE DE SANTANA;256;TABATINGA;(81)34588122;54756231.0;PE;Camaragibe;2016;5;-8.000.544.999.999.990;-3.497.825;R. Joaquim Felipe de Santana, 256 - Tabatinga, Camaragibe - PE, 54756-230, Brazil
30832;42452;2703696;-870.702.896.437.458;-364.903.865.236.772;PSF DO BANQUETE;POVOADO DE BANQUTE;S/N;RURAL;(87)37798103;55398000.0;PE;Jucati;2016;5;-87.073.773;-364.889.912;Jucati - State of Pernambuco, Brazil
30834;42589;2720671;-994.593.143.463.106;-365.915.966.033.925;POSTO DE SAUDE FLEXEIRAS;POVOADO FLEXEIRAS;1;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-92.771.527;-357.236.252;Flexeiras, AL, 57995-000, Brazil
30837;42456;2703971;-847.043;-3.573.897;PSF ARLINDO CAVALCANTI;RUA AFREDO RAMOS;126;VELOSO;( );55680000.0;PE;Bonito;2016;5;-8.473.817;-357.283.917;Bonito, State of Pernambuco, Brazil
30841;42625;2721961;-9.059.128.761.291.240;-3.612.652.301.788.220;UNIDADE DE SAUDE DA FAMILIA DE CARURU;POVOADO DE CARURU;S/N;ZONA RURAL;(82)2851247;57860000.0;AL;São José da Laje;2016;5;-9.007.920.799.999.990;-360.554.229;São José da Laje, State of Alagoas, 57860-000, Brazil
30842;42511;2712997;-867.289.066.314.672;-357.192.349.433.889;POSTO DE SAUDE DO MATADOURO;RUA MANOEL CASSIMIRO;S/N;MATADOURO;(81)36731317;55400000.0;PE;Catende;2016;5;-86.679.731;-35.721.818;Catende, State of Pernambuco, 55400-000, Brazil
30844;42530;2713756;-78.998.458.385.465.100;-351.822.996.139.516;PSF ALTO DOIS IRMAOS;LOT ALTO DOIS IRMAOS;400;ALTO DOIS IRMAOS;;55825000.0;PE;Paudalho;2016;5;-79.031.745;-351.850.986;Av. Confederação do Equador, 1030 - Alto Dois Irmaos, Paudalho - PE, 55825-000, Brazil
30845;42443;2703238;-778.565.883.636.452;-354.791.450.500.478;POSTO DE SAUDE DE LAGOA COMPRIDA;SITIO LAGOA COMPRIDA;S/N;SITIO;;55730000.0;PE;Bom Jardim;2016;5;-78.091.259;-356.381.796;Bom Jardim - State of Pernambuco, 55730-000, Brazil
30847;42513;2712695;-786.018.872.703.986;-355.915.023.689.903;UNIDADE DE SAUDE DA FAMILIA DO ROQUE;SITIO ROQUE;S/N;ZONA RURAL;(81)36481328;55720000.0;PE;João Alfredo;2016;5;-78.612.232;-355.909.546;João Alfredo, State of Pernambuco, 55720-000, Brazil
30853;42512;2713047;-8.509.136.438.369.490;-35.384.259.223.937;POSTO DE SAUDE HUMBERTO DE BARROS E SILVA;RUA 05;S/N;BANDEIRANTE;;55520000.0;PE;Ribeirão;2016;5;-85.149.946;-353.875.737;Tv. Bandeirante, 5, Ribeirão - PE, 55520-000, Brazil
30855;42473;2706776;-7.997.900.780.174.420;-35.213.726.736.211;PSF DA VILA MANOEL SEVERINO DE MENDONCA;RUA ANTONIO SILVERO DA SILVA JUNIOR;S/N;VILA DO CAMPO;(81) 3581-1406;55835000.0;PE;Chã de Alegria;2016;5;-80.072.104;-352.043.192;Chã de Alegria, State of Pernambuco, 55835-000, Brazil
30859;42578;2719789;-9.933.421.611.785.600;-365.502.476.692.189;CENTRO DE SAUDE NOSSA SENHORA DA PENHA;AV ANTONIO CUSTODIO PORTO;1;CENTRO;(82)5421314;57275000.0;AL;São Sebastião;2016;5;-9.933.881.999.999.990;-365.539.704;Av. Antônio Custódio Pôrto, 1, São Sebastião - AL, 57275-000, Brazil
30860;42520;2713527;-787.951.469.421.364;-40.084.455.013.274;USF NOSSA SENHORA DE FATIMA;RUA BELA VISTA;68;N SENHORA DE FATIMA;(87)38741595;56200000.0;PE;Ouricuri;2016;5;-7.881.380.999.999.990;-40.083.873;R. Nossa Sra. de Fátima, 142 - Sra. de Fátima, Ouricuri - PE, 56200-000, Brazil
30861;42541;2714019;-78.970.600.000.000.000;-3.489.966;USF FOSFATO I;RUA RIO PARANA;S/N;FOSFATO;(81)35423384;53580720.0;PE;Abreu e Lima;2016;5;-7.902.327.100.000.000;-348.957.108;R. Rio Paraná - Fosfato, Abreu e Lima - PE, Brazil
30864;42634;2722674;-90.154.564.858.241;-352.230.154.091.319;USF COSTA DOURADA;ASSENTAMENTO COSTA DOURADA;S/N;ZONA RURAL;;57955000.0;AL;Maragogi;2016;5;-89.496.389;-351.727.016;Loteamento Dourado, Maragogi - AL, 57955-000, Brazil
30865;42454;2703955;-8.482.199.900.000.000;-3.574.165.410.000.000;PSF ALTO BONITO I;RUA PADRE J0AO DINIZ;S/N;ALTO BONITO;(81)37544231;55680000.0;PE;Bonito;2016;5;-84.691.777;-357.295.077;R. Padre João Diniz, Bonito - PE, 55680-000, Brazil
30866;42548;2714361;-83.784.329;-354.495.061;PSF VILA DA CONCEICAO;PRACA DA BANDEIRA;169;CENTRO;(81)35531144;55515000.0;PE;Amaraji;2016;5;-83.764.669;-354.523.152;Praça da Bandeira, 169 - Centro, Amaraji - PE, 55515-000, Brazil
30867;42462;2704471;-528.564.691.543.564;-444.999.289.512.621;U B DE SAUDE TONICO FIGUEIREDO SFSB;RUA DA MANGUEIRA;240;PAULO FALCAO;(99) 6632468;65760000.0;MA;Presidente Dutra;2016;5;-52.864.486;-4.449.822.169.999.990;R. da Mangueira, 240, Pres. Dutra - MA, 65760-000, Brazil
30868;42664;2726262;-40.409.445;-386.355.056;UNID BAS DE SAUDE DA FAM DE ITACIMA;ITACIMA;S/N;CENTRO;8533763204;61890000.0;CE;Guaiúba;2016;5;-4.138.455.599.999.990;-38.753.872;Itacima, Guaiúba - CE, 61890-000, Brazil
30870;42662;2726300;-468.340.471.185.561;-37.821.629.513.686;UNID BASICA DE SAUDE SAO FRANCISCO;RUA 31 DE MARCO;245;SAO FRANCISCO;4101201;62820000.0;CE;Itaiçaba;2016;5;-46.718.481;-378.332.955;Itaiçaba, CE, 62800-000, Brazil
30873;42461;2704463;-528.835.058.212.265;-4.450.007.915.496.700;U B S DR RAIMUNDO N DE S RIBEIRO SFSB;RUA DO SOL;S/N;COHAB;(99) 6632468;65760000.0;MA;Presidente Dutra;2016;5;-52.878.118;-4.450.120.210.000.000;R. do Sol, Pres. Dutra - MA, 65760-000, Brazil
30877;42508;2712903;-865.613.222.122.167;-357.390.189.170.827;POSTO DE SAUDE DE ROCADINHO;RUA DA RODAGEM;S/N;CENTRO;(81)36731178;55400000.0;PE;Catende;2016;5;-8.668.742.199.999.990;-357.208.942;Centro, Catende - PE, 55400-000, Brazil
30879;42410;2698048;-2.53;-44.303.000.000.000.000;CENTRO DE ESPECIALIDADE MEDICA DA VILA ESPERANCA;PRACA MARLY SARNEY;S/N;VILA ESPERANCA;(098) 3241-8816;65037330.0;MA;São Luís;2016;5;-25.457.761;-443.086.691;Tv. da Praça - Anjo da Guarda, São Luís - MA, 65065-545, Brazil
30882;42649;2725037;-410.371.541.976.917;-407.907.342.910.755;UNIDADE BASICA DE SAUDE DE EXTREMAS;EXTREMAS DE SANTA LUZIA;100;ZONA RURAL;;62365000.0;CE;Graça;2016;5;-4.105.265.999.999.990;-407.924.918;Unnamed Road, 62365-000, Graça - CE, Brazil
30883;42587;2720647;-905.109;-3.539.959;UBS DR JULIO C M UCHOA PORTO CALVO;POVOADO MACIAPE;S/N;ZONA RURAL;;57900000.0;AL;Porto Calvo;2016;5;-90.523.714;-353.989.729;Porto Calvo, State of Alagoas, 57900-000, Brazil
30886;42641;2724618;-444.352.984.428.393;-407.995.748.519.886;POSTO DE SAUDE DE AMERICA;DISTRITO DE AMERICA;S/N;CENTRO;8251238;62230000.0;CE;Ipueiras;2016;5;-454.253;-40.717.276;Ipueiras - State of Ceará, Brazil
30888;42636;2722704;-9.014.003.276.824.680;-352.222.108.840.932;USF EURICO WANDERLEY;RUA LUIZ HOLANDA;S/N;CENTRO;(82) 2962128;57955000.0;AL;Maragogi;2016;5;-90.147.592;-352.226.158;R. Graciete P Cavalcante, 98 - Litorânea - Centro, Maragogi - AL, 57955-000, Brazil
30890;42599;2720922;-9.478;-35.853;USF MARGARIDA LEAO;RUA DO HOSPITAL;S/N;USINA UTINGA LEAO;;57100000.0;AL;Rio Largo;2016;5;-9.541.381.399.999.990;-35.855.077;USINA UTINGA LEÃO, Rio Largo - AL, 57100-000, Brazil
30891;42446;2703513;-75.846.899.999.999.900;-3.753.816;USF BAIRRO VITURINO GOMES;JOSE ANGELO DE ASSUNCAO;S/N;VITORINO GOMES;;56780000.0;PE;Tabira;2016;5;-7.584.690.900.000.000;-375.381.606;Tabira, Pernambuco, Tabira - State of Pernambuco, 56780-000, Brazil
